"","L4","Vip","Lamp5","L5 NP","Sst","L5 IT","Oligo","L6 PT","L6 IT","Sncg","Pvalb","L2/3 IT","Astro","L5 PT","L6b","Endo","Peri","Meis2","Macrophage","CR","VLMC","SMC"
"984",0,0,0.416448949974899,0,0,0,0,0,0,0,0,0.258815065482057,0,0,0,0,0,0,0,0,0,0
"985",0,0,0.2423735684125,0,0,0,0,0,0,0,0,0.325135305832902,0,0,0,0,0,0,0.127136844083572,0,0,0
"986",0,0,0,0.396160897749122,0.125635191752169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127285194797903,0,0,0
"987",0,0,0.2490041308625,0,0,0,0,0,0,0,0,0.366747442609273,0,0,0,0,0,0,0,0,0,0.127118318841359
"988",0,0,0.644048825665371,0,0,0,0,0,0,0.131299104156282,0,0,0,0,0,0,0,0,0,0,0,0
"989",0,0,0,0.181796258375,0,0,0,0,0.513735804016602,0,0,0,0,0,0,0,0,0,0,0,0,0
"990",0,0,0,0,0,0,0,0.1783356568,0,0,0,0.51842845952049,0,0,0,0,0,0,0,0,0,0
"991",0,0,0.2486898987375,0,0,0,0,0,0,0,0,0.374584494567622,0,0,0,0,0,0,0,0,0.126337037078865,0
"992",0,0,0,0,0,0.223985994756786,0,0,0,0,0,0.357521968992151,0,0,0,0.13191675080536,0,0,0,0,0,0
"993",0,0,0.2498117162875,0,0,0,0,0,0,0,0,0.206522950883823,0,0,0,0.292259987852827,0,0,0,0,0,0
"994",0,0,0,0,0,0,0,0,0,0,0,0.50868482093008,0,0.1474296911625,0,0,0,0,0,0,0,0
"995",0,0,0.2464966234625,0,0,0.385963594994068,0.128874017577564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"996",0,0,0.2499951268875,0,0,0,0,0,0.225505849423367,0,0,0.293549339786385,0,0,0,0,0,0,0,0,0,0
"997",0,0,0,0.224327348465152,0,0,0,0.387636853075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128453711312233
"998",0,0,0.1654637909,0.201182948414595,0,0,0,0,0,0.126919727264911,0,0,0,0,0,0,0,0,0,0,0,0.143150814541514
"999",0,0,0,0,0,0.142966995222108,0,0,0,0,0.146486355925,0.220134363369409,0,0,0,0,0,0,0.139362651168327,0,0,0
"1000",0,0,0.125501501121577,0.207092272990237,0,0,0,0,0,0,0,0.1348230474125,0,0,0,0,0,0,0.131513636824088,0,0,0
"1001",0,0,0,0.384872533685065,0,0,0,0,0,0,0,0.1362450142875,0,0,0,0.126233506337259,0,0,0,0,0,0
"1002",0.144778292692393,0,0.2248328106375,0,0,0,0,0,0,0,0,0.20997795027096,0.126531454603241,0,0,0,0,0,0,0,0,0
"1031",0.16773073712268,0,0,0,0,0.512962863190489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1033",0,0,0,0,0,0,0,0,0.1429735390375,0,0,0.473210515320135,0,0,0,0,0,0,0,0,0,0
"1034",0.293704972477866,0,0,0.1405539844625,0,0.229960442972472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1035",0.166214912164085,0,0,0,0,0,0,0,0,0,0,0.395294316444047,0,0,0,0,0,0.129829542290248,0,0,0,0
"1036",0,0,0,0,0,0.16773073712268,0,0,0,0,0,0.472186986019112,0,0,0,0,0,0,0,0,0.126798238978969,0
